ID_RESERVA,LLEGADA,SALIDA,NOCHES,REGIMEN,PAX,ADULTOS,NENES,FECHA_TOMA,NOMBRE_COMPLEJO,NOMBRE_HOTEL,NOMBRE_HABITACION,VALOR_RESERVA,ADR,LEAD_TIME,CANAL_CONSOLIDADO,PAIS_TOP,TIENE_FIDELIDAD,CANCELADO,PROB_CANCELACION,TARIFA,ORIGEN,TIENE_REWARDS
610005710601,2026-07-11,2026-07-14,3,All Inclusive,3,2,1.0,2026-06-30,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1296.57,432.19,11.0,OTROS_INTERMEDIARIOS,ESTADOS UNIDOS,0.0,0,0.2071,No Reembolsable,SINTETICO,
610005810601,2026-09-21,2026-09-28,7,All Inclusive,4,2,2.0,2026-09-07,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,1534.2,219.17,14.0,B2B_TTOO,ESTADOS UNIDOS,1.0,0,0.05,No Reembolsable,SINTETICO,
610005909601,2026-05-13,2026-05-16,3,All Inclusive,2,2,0.0,2026-02-13,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,559.16,186.39,89.0,OTROS_INTERMEDIARIOS,CANADA,0.0,0,0.2704,Flexible - Paga en Destino,SINTETICO,
610006009601,2026-01-17,2026-01-20,3,All Inclusive,2,2,0.0,2025-12-18,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,1172.62,390.87,30.0,OTA POWER,CANADA,0.0,0,0.3674,No Reembolsable,SINTETICO,
610006110701,2026-08-28,2026-08-31,3,All Inclusive,4,4,0.0,2026-07-26,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,1482.63,494.21,33.0,FIDELIDAD_PTC,OTROS,0.0,0,0.3145,Flexible - Paga Ahora,SINTETICO,
610006209601,2026-07-14,2026-07-17,3,All Inclusive,2,2,0.0,2026-04-24,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,911.35,303.78,81.0,VENTA DIRECTA,ARGENTINA,0.0,1,0.2005,Flexible - Paga Ahora,SINTETICO,
610006310701,2026-11-01,2026-11-08,7,All Inclusive,2,2,0.0,2026-08-27,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,2064.87,294.98,66.0,B2B_TTOO,ARGENTINA,1.0,0,0.05,Flexible - Paga Ahora,SINTETICO,
610006410601,2026-09-15,2026-09-29,14,All Inclusive,2,2,0.0,2026-08-17,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2554.09,182.43,29.0,OTA POWER,ALEMANIA,0.0,0,0.3717,Flexible - Paga en Destino,SINTETICO,
610006510601,2026-01-03,2026-01-09,6,All Inclusive,3,3,0.0,2025-12-11,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,2469.49,411.58,23.0,FIDELIDAD_PTC,MEXICO,0.0,0,0.388,Flexible - Paga en Destino,SINTETICO,
610006610701,2026-07-30,2026-08-05,6,All Inclusive,2,2,0.0,2026-04-26,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,2857.01,476.17,95.0,OTA POWER,ARGENTINA,0.0,1,0.649,No Reembolsable,SINTETICO,
610006710701,2026-03-26,2026-04-05,10,All Inclusive,2,2,0.0,2026-03-09,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,3494.37,349.44,17.0,OTA POWER,REINO UNIDO,0.0,0,0.3576,Flexible - Paga en Destino,SINTETICO,
610006810601,2026-08-20,2026-08-24,4,All Inclusive,4,3,1.0,2026-06-24,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1887.59,471.9,57.0,OTA POWER,OTROS,0.0,0,0.439,Flexible - Paga en Destino,SINTETICO,
610006910701,2026-11-10,2026-11-15,5,All Inclusive,2,2,0.0,2026-10-07,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,1520.92,304.18,34.0,OTA POWER,ARGENTINA,0.0,0,0.4659,Flexible - Paga en Destino,SINTETICO,
610007010701,2026-11-11,2026-11-18,7,All Inclusive,3,3,0.0,2026-07-27,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,2386.76,340.97,107.0,FIDELIDAD_PTC,REINO UNIDO,0.0,0,0.4819,Flexible - Paga Ahora,SINTETICO,
610007110601,2026-07-13,2026-07-18,5,All Inclusive,2,2,0.0,2026-05-18,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2232.65,446.53,56.0,OTROS_INTERMEDIARIOS,ALEMANIA,0.0,0,0.2871,Flexible - Paga Ahora,SINTETICO,
610007210601,2026-02-21,2026-02-25,4,All Inclusive,2,2,0.0,2025-12-29,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1423.64,355.91,54.0,VENTA DIRECTA,ALEMANIA,1.0,0,0.05,Flexible - Paga en Destino,SINTETICO,
610007310701,2026-08-24,2026-08-31,7,All Inclusive,3,3,0.0,2026-08-16,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,2393.2,341.89,8.0,B2B_TTOO,REINO UNIDO,1.0,0,0.05,Flexible - Paga Ahora,SINTETICO,
610007410701,2026-10-09,2026-10-16,7,All Inclusive,1,1,0.0,2026-09-06,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,1500.59,214.37,33.0,VENTA DIRECTA,ALEMANIA,0.0,1,0.1703,Flexible - Paga Ahora,SINTETICO,
610007510601,2026-08-08,2026-08-15,7,All Inclusive,2,2,0.0,2026-06-10,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2859.16,408.45,59.0,OTA POWER,ESTADOS UNIDOS,0.0,0,0.4082,Flexible - Paga en Destino,SINTETICO,
610007610701,2026-12-22,2026-12-26,4,All Inclusive,2,2,0.0,2026-06-26,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,1824.06,456.01,179.0,B2B_TTOO,ALEMANIA,0.0,0,0.4122,No Reembolsable,SINTETICO,
610007710601,2026-09-28,2026-10-04,6,All Inclusive,2,2,0.0,2026-09-10,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1636.73,272.79,18.0,B2B_TTOO,CANADA,0.0,1,0.3181,No Reembolsable,SINTETICO,
610007810601,2026-05-16,2026-05-21,5,All Inclusive,1,1,0.0,2026-02-05,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1331.61,266.32,100.0,B2B_TTOO,ARGENTINA,0.0,0,0.4776,Flexible - Paga en Destino,SINTETICO,
610007910601,2026-11-10,2026-11-16,6,All Inclusive,5,4,1.0,2026-10-10,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2139.67,356.61,31.0,FIDELIDAD_PTC,REINO UNIDO,0.0,0,0.2029,No Reembolsable,SINTETICO,
610008010601,2026-05-09,2026-05-16,7,All Inclusive,2,2,0.0,2026-04-11,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1926.31,275.19,28.0,B2B_TTOO,REINO UNIDO,0.0,0,0.1732,Flexible - Paga en Destino,SINTETICO,
610008110601,2026-12-30,2027-01-04,5,All Inclusive,1,1,0.0,2026-12-18,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1820.26,364.05,12.0,B2B_TTOO,OTROS,0.0,0,0.2706,No Reembolsable,SINTETICO,
610008210601,2026-01-28,2026-02-02,5,All Inclusive,2,2,0.0,2025-12-24,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,2398.98,479.8,35.0,VENTA DIRECTA,OTROS,0.0,0,0.3749,Flexible - Paga Ahora,SINTETICO,
610008309601,2026-10-15,2026-10-22,7,All Inclusive,2,2,0.0,2026-07-04,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,1608.31,229.76,103.0,FIDELIDAD_PTC,CANADA,0.0,0,0.3299,No Reembolsable,SINTETICO,
610008409601,2026-07-23,2026-07-30,7,All Inclusive,3,3,0.0,2026-06-25,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,3337.34,476.76,28.0,OTA POWER,OTROS,1.0,0,0.1689,Flexible - Paga Ahora,SINTETICO,
610008509601,2026-08-25,2026-09-01,7,All Inclusive,3,2,1.0,2026-07-27,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,2802.07,400.3,29.0,VENTA DIRECTA,ESTADOS UNIDOS,1.0,0,0.05,Flexible - Paga Ahora,SINTETICO,
610008610601,2026-12-10,2026-12-13,3,All Inclusive,2,2,0.0,2026-10-04,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,939.51,313.17,67.0,OTROS_INTERMEDIARIOS,ESTADOS UNIDOS,0.0,0,0.245,Flexible - Paga Ahora,SINTETICO,
610008709601,2026-04-10,2026-04-17,7,All Inclusive,2,2,0.0,2026-01-21,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,2467.97,352.57,79.0,OTA POWER,CANADA,0.0,0,0.3447,No Reembolsable,SINTETICO,
610008809601,2026-05-27,2026-06-03,7,All Inclusive,4,4,0.0,2026-02-28,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,1503.35,214.76,88.0,B2B_TTOO,ALEMANIA,0.0,0,0.2111,Flexible - Paga en Destino,SINTETICO,
610008910701,2026-02-22,2026-02-26,4,All Inclusive,1,1,0.0,2026-01-18,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,1131.25,282.81,35.0,OTA POWER,ARGENTINA,0.0,0,0.3136,Flexible - Paga Ahora,SINTETICO,
610009010701,2026-12-01,2026-12-05,4,All Inclusive,4,4,0.0,2026-10-06,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,1837.51,459.38,56.0,VENTA DIRECTA,MEXICO,0.0,0,0.2324,No Reembolsable,SINTETICO,
610009110601,2026-01-22,2026-01-27,5,All Inclusive,4,4,0.0,2025-10-28,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2667.5,533.5,86.0,VENTA DIRECTA,ARGENTINA,0.0,0,0.1904,No Reembolsable,SINTETICO,
610009210601,2026-06-26,2026-07-03,7,All Inclusive,3,2,1.0,2026-04-27,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,1412.6,201.8,60.0,FIDELIDAD_PTC,ALEMANIA,0.0,0,0.2697,No Reembolsable,SINTETICO,
610009310601,2026-03-03,2026-03-10,7,All Inclusive,4,4,0.0,2025-12-16,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,2232.7,318.96,77.0,FIDELIDAD_PTC,CANADA,0.0,0,0.1927,Flexible - Paga Ahora,SINTETICO,
610009409601,2026-09-28,2026-10-04,6,All Inclusive,4,3,1.0,2026-09-11,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,1500.37,250.06,17.0,OTA POWER,MEXICO,0.0,0,0.4642,Flexible - Paga Ahora,SINTETICO,
610009509601,2026-07-12,2026-07-22,10,All Inclusive,3,3,0.0,2026-03-15,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,5157.95,515.79,119.0,FIDELIDAD_PTC,MEXICO,0.0,0,0.3478,No Reembolsable,SINTETICO,
610009610701,2026-06-19,2026-06-26,7,All Inclusive,2,2,0.0,2026-03-09,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,1651.87,235.98,102.0,OTA POWER,MEXICO,0.0,0,0.4909,No Reembolsable,SINTETICO,
610009710701,2026-05-29,2026-06-05,7,All Inclusive,4,3,1.0,2026-03-18,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,1984.81,283.54,72.0,VENTA DIRECTA,OTROS,0.0,0,0.2363,Flexible - Paga Ahora,SINTETICO,
610009809601,2026-12-18,2026-12-23,5,All Inclusive,3,3,0.0,2026-09-21,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,1883.63,376.73,88.0,OTROS_INTERMEDIARIOS,MEXICO,0.0,1,0.3347,Flexible - Paga en Destino,SINTETICO,
